Nevada,39.1346666,-121.1710389
Alameda,37.7652065,-122.2416355
Hawthorne,33.9164032,-118.3525748
Nipomo,35.0427547,-120.4759986
Rancho California,32.6467007,-117.026445
Rainbow,33.4103082,-117.1478096
Oceanside,33.1958696,-117.3794834
Tahoe City,39.1446803,-120.1762494
Calexico,32.6789476,-115.4988834
Lompoc,34.6391501,-120.4579409
Bakersfield,35.3732921,-119.0187125
Amador Water Agency,36.778261,-119.4179324
Oroville,39.5137752,-121.556359
Trabuco Canyon,33.6626092,-117.5894923
Otay,32.5594732,-116.9734685
Truckee-Donner,39.3219375,-120.2642533
Modesto,37.6390972,-120.9968782
Joshua Basin,34.1347274,-116.27501
Santa Barbara,34.4208305,-119.6981901
Tuolumne Utilities,36.778261,-119.4179324
San Buenaventura,34.274646,-119.2290316
Elk Grove,38.4087993,-121.3716178
Newhall,34.3847198,-118.5308652
Valencia,34.4560447,-118.5713357
Castaic Lake Water Agency Santa Clarita Water Division,36.778261,-119.4179324
East Los Angeles,34.0224417,-118.1669736
Exeter,36.2960613,-119.1420517
"Rio Vista, city of",38.1557502,-121.6913439
Sweetwater Springs,32.7330568,-116.9715567
Visalia,36.3302284,-119.2920585
Selma,36.5707838,-119.6120765
Chico,39.7284944,-121.8374777
Soquel Creek,36.9720952,-121.9056095
East Valley,33.1144161,-117.0470434
Bear Gulch,36.4824304,-121.1833019
Buena Park,33.8675143,-117.9981181
South Gate,33.954737,-118.2120161
Hillsborough ,37.5741032,-122.3794163
Dixon,38.4454641,-121.8232958
Redlands,34.0555693,-117.1825381
San Juan,36.8771169,-121.5465527
Fountain Valley,33.7091847,-117.9536697
Dominguez,33.8347392,-118.2186814
Hayward,37.6688205,-122.0807964
Hermosa/Redondo,33.8524991,-118.3973181
King City,36.2127439,-121.1260287
Yucaipa Valley,34.0375139,-117.0633654
San Bernardino,34.1083449,-117.2897652
Kern River Valley,35.720223,-118.436915
Los Altos,37.3852183,-122.1141298
Hanford,36.3274502,-119.6456844
Livermore,37.6818745,-121.7680088
West Kern,35.4937274,-118.8596804
Paso Robles,35.6368759,-120.6545022
Pismo Beach,35.1427533,-120.6412827
Marysville,39.1457253,-121.5913547
Madera,36.9613356,-120.0607176
Hemet,33.7475203,-116.9719684
Mid Peninsula,37.3811413,-122.1206717
Palos Verdes,33.7444613,-118.3870173
Colton,34.0739016,-117.3136547
Redwood Valley,39.2652491,-123.2041429
Brea,33.9166805,-117.9000604
Salinas,36.6777372,-121.6555013
Wasco,35.5941238,-119.3409457
South San Francisco,37.654656,-122.4077498
Tulare,36.2077288,-119.3473379
Stockton,37.9577016,-121.2907796
Willows,39.5243265,-122.1935931
Westlake,34.0580432,-118.2731269
East Palo Alto,37.4688273,-122.1410751
Banning,33.9255713,-116.8764103
Benicia,38.049365,-122.1585777
Westborough,37.6442641,-122.4552162
Woodland,38.6785157,-121.7732971
Mountain View,37.3860517,-122.0838511
Mammoth,41.7305599,-121.35389
Antioch,38.0049214,-121.805789
Estero,-37.6480664,-73.3067197
East Orange,33.8086612,-117.9389804
Triunfo Sanitation District / Oak Park,34.1791715,-118.7628685
Vallecitos,32.8555473,-117.2541805
Indio,33.7205771,-116.2155619
Sunnyvale,37.36883,-122.0363496
Santa Cruz,36.9741171,-122.0307963
Fortuna,40.5981867,-124.1572756
Clovis,36.8252277,-119.7029194
East Niles,37.5836689,-121.9871217
Loma Linda  City of *,34.0483474,-117.2611527
Loma Linda,34.0483474,-117.2611527
Eastern,38.6377949,-92.5643512
Martinez,38.0193657,-122.1341321
El Monte,34.0686206,-118.0275667
Marina Coast,36.6507163,-121.7931502
Vacaville,38.3565773,-121.9877444
Pittsburg,38.0279762,-121.8846806
San Bruno,37.6304904,-122.4110835
American Canyon,38.1749178,-122.2608044
Oildale,35.4196799,-119.0195452
Livermore ,37.6818745,-121.7680088
Gilroy,37.0057816,-121.5682751
Crescenta Valley,34.266669,-118.350913
Downey,33.9401088,-118.1331593
San Gabriel Valley,34.0333443,-118.0370113
Santa Clara,37.3541079,-121.9552356
Paradise,39.7596061,-121.6219177
Scotts Valley,37.0510595,-122.0146841
Lincoln,38.891565,-121.2930079
Vaughn,31.5984801,-90.5499751
McKinleyville,40.9465152,-124.1006205
Cambria,35.5641381,-121.0807468
Montebello,34.0165053,-118.1137535
Humboldt,40.7450055,-123.8695086
Rohnert Park,38.3396367,-122.7010984
Valley of the Moon,38.291859,-122.4580356
Bellflower-Somerset,33.8967259,-118.1299305
Port Hueneme,34.1477829,-119.1951074
Petaluma,38.232417,-122.6366524
Eureka,40.8020712,-124.1636729
Diablo,37.8349258,-121.9580149
El Toro,33.6469661,-117.689218
Brentwood,37.931868,-121.6957863
Tracy,37.7396513,-121.4252227
Menlo Park,37.4529598,-122.1817252
Patterson,37.4716001,-121.129656
Garden Grove,33.7739053,-117.9414477
Merced,37.3021632,-120.4829677
Hesperia,34.4263886,-117.3008784
Moulton Niguel,33.5570323,-117.700047
Oxnard,34.1975048,-119.1770516
Tehachapi,35.1321877,-118.4489739
La Habra ,33.9319578,-117.9461734
Lake Arrowhead,34.2483396,-117.1892078
Big Bear Lake,34.2438963,-116.9114215
Cerritos,33.8583483,-118.0647871
Fresno,36.7468422,-119.7725868
Hollister,36.8524545,-121.4016021
Sunnyslope,39.3675,-121.43083
Laguna Beach,33.5422475,-117.7831104
California-American Water Ventura,34.2777158,-118.710022
Lincoln Avenue,38.5817179,-122.5768372
Whittier,33.9791793,-118.032844
San Luis Obispo,35.2827524,-120.6596156
Kerman,36.7235572,-120.059879
La Palma,33.846404,-118.0467306
Santa Margarita,35.3899526,-120.6092971
Mesa,37.4174983,-118.54186
Monterey,36.6002378,-121.8946761
Arroyo Grande,35.1185868,-120.5907252
Suisun-Solano,38.2371833,-122.1009822
Davis,38.5449065,-121.7405167
Linda,39.1276702,-121.5507976
Ceres,37.5949316,-120.9577098
Newport Beach,33.6189101,-117.9289469
Ventura,34.274646,-119.2290316
Arcata,40.8665166,-124.0828396
Crescent City,41.7557501,-124.2025913
Crestline Village,34.2419509,-117.2855993
South Coast,33.7043858,-117.8794925
Bakman,34.1739781,-118.377882
Orange,33.7877944,-117.8531119
Fair Oaks,38.6446264,-121.2721718
Tustin,33.7458511,-117.826166
Goleta,34.4358294,-119.8276389
Adelanto,34.5827699,-117.409215
Seal Beach,33.7414064,-118.1047866
San Clemente,33.4269728,-117.6119925
Azusa,34.1336186,-117.9075627
Alhambra,34.095287,-118.1270146
Apple Valley Ranchos,34.4264533,-117.1698248
Thousand Oaks,34.1705609,-118.8375937
Beverly Hills,34.0736204,-118.4003563
Cowan Heights,33.7777952,-117.7739427
Victorville,34.5362184,-117.2927641
Pomona,34.055103,-117.7499909
Walnut Valley,34.0574526,-117.9131832
Great Oaks,37.2715764,-121.8064364
Carlsbad,33.1580933,-117.3505939
Placentia,33.8722371,-117.8703363
Huntington Park,33.9816812,-118.2250725
Helix,33.6985208,-117.7292495
Manhattan Beach,33.8847361,-118.4109089
Lakeside,32.8572718,-116.9222488
Carpinteria Valley,34.4361585,-119.5765128
Lakewood,33.8536269,-118.1339563
Lynwood,33.930293,-118.2114603
Las Virgenes,34.1270935,-118.704236
Chino Hills,33.9898188,-117.7325848
Lodi ,38.1341477,-121.2722194
S Arcadia,34.1397292,-118.0353449
Lomita,33.7922392,-118.3150722
San Dimas,34.1066756,-117.8067257
Ramona,33.0413604,-116.8792553
Monrovia,34.1442616,-118.0019482
North Coast,38.0194037,-122.8640576
North Tahoe,39.1446803,-120.1762494
San Dieguito,32.7338006,-117.1933038
Palmdale,34.5794343,-118.1164613
Olivehurst,39.0954484,-121.5521858
Twentynine Palms,34.1355582,-116.0541689
Orchard Dale,34.1522922,-118.2283764
Phelan Pinon Hills,34.4262361,-117.619155
Yreka,41.7354186,-122.6344708
Rubidoux,33.9958669,-117.4262714
Quartz Hill,34.6452645,-118.2181308
Pico Rivera,33.9830688,-118.096735
Rincon Del Diablo,27.4692249,-99.5418223
San Fernando,34.2819461,-118.4389719
Riverside Highland,34.1283442,-117.2086513
Rubio Canyon,34.1990564,-118.124268
Santa Fe Springs,33.9472359,-118.0853451
Valley,32.7825697,-85.147638
San Jacinto,33.7839084,-116.958635
San Gabriel,34.0961111,-118.1058333
Santa Ana,33.7455731,-117.8678338
San Juan Capistrano,33.5016932,-117.6625509
Serrano,35.334974,-120.654615
Sunny Slope,39.3675,-121.43083
Sonoma,38.291859,-122.4580356
Sweetwater,33.6486819,-117.8150675
San Jose Hills,37.3668545,-121.8180876
Ukiah,39.1501709,-123.2077831
Arcadia,34.1397292,-118.0353449
Whittier/La Mirada,34.0045099,-118.0913049
Artesia,33.8658484,-118.0831212
Claremont,34.0966764,-117.7197785
Bell,33.9775142,-118.1870156
Florence Graham,33.9671978,-118.2436197
Barstow,34.8957957,-117.0172826
Norwalk,33.9022367,-118.081733
Upland,34.09751,-117.6483876
Simi Valley,34.2694474,-118.781482
Southwest,37.3007231,-121.9281114
West Orange,33.7801662,-117.9236021
Grover Beach,35.1216424,-120.6212821
Coachella,33.6803003,-116.173894
Compton,33.8958492,-118.2200712
Cucamonga Valley,34.137366,-117.445583
Desert Water Agency,36.778261,-119.4179324
La Verne,34.1008426,-117.7678355
Fullerton,33.8703596,-117.9242966
Sierra Madre,34.1616729,-118.0528456
Georgetown Divide,38.912449,-120.827031
Glendora,34.1361187,-117.865339
Santa Fe,37.9286372,-122.3631784
Rosamond,34.8641446,-118.1634075
Park,37.9163405,-121.2569138
Rio Linda - Elverta,38.7214955,-121.4672129
Padre Dam,32.8394141,-116.9535988
Millbrae,37.5985468,-122.3871942
Groveland,37.8388779,-120.2308167
Paramount,33.8894598,-118.1597911
Pasadena,34.1477849,-118.1445155
Vernon,34.003903,-118.230073
Pico,34.377498,-118.6120323
Palo Alto,37.4418834,-122.1430195
Rialto,34.1064001,-117.3703235
Santa Paula,34.3541659,-119.0592705
South Pasadena,34.1161196,-118.1503488
Torrance,33.8358492,-118.3406288
West Sacramento,38.5804609,-121.530234
Fallbrook,33.3764196,-117.2511466
Morgan Hill,37.1305012,-121.6543901
Valley Center,33.2183701,-117.0341967
Beaumont-Cherry Valley,33.9918314,-117.0309724
Redwood City,37.4852152,-122.2363548
Lemoore,36.3007835,-119.7829107
Reedley,36.5963395,-119.4504029
Cordova,8.78503,-75.8303
Bay Point,38.0290872,-121.9616274
Glendale,34.1425078,-118.255075
Fruitridge Vista,38.5060855,-121.4441895
Culver City,34.0211224,-118.3964665
S San Gabriel,34.0492126,-118.0949198
Galt,38.2546373,-121.2999485
Orcutt,34.8652574,-120.4359966
Inglewood,33.9616801,-118.3531311
Susanville,40.4162842,-120.6530063
South Feather,33.8162709,-117.9293632
Red Bluff,40.1784886,-122.2358302
El Segundo,33.9191799,-118.4164652
Alco,34.9840089,-120.4495793
Anderson,40.448208,-122.2977815
Arvin,35.2017986,-118.833105
Atascadero,35.4894169,-120.6707255
Atwater,37.3477174,-120.609084
Bella Vista,40.6315045,-122.2686718
Covina  City of ,34.0900091,-117.8903397
Del Oro,33.5376933,-117.6877609
Discovery Bay,37.9085357,-121.6002291
Fairfield,38.2493581,-122.0399663
Fillmore,34.3991639,-118.918154
Greenfield,36.3207998,-121.2438138
Healdsburg,38.6104658,-122.8691609
Kingsburg,36.5138398,-119.5540175
Lamont,35.2596833,-118.9142666
Lathrop,37.8227046,-121.27661
Lee Lake,37.5008114,-118.8884423
Livingston,37.3868826,-120.7235329
Manteca,37.7974273,-121.2160526
Montecito,34.4366626,-119.6320753
Monterey Park,34.0625106,-118.1228476
Myoma Dunes,33.7514099,-116.2783416
Norco,33.9311257,-117.548661
Oakdale,37.7665947,-120.8471545
Perris,33.7825194,-117.2286478
Pinedale,36.8411529,-119.7961611
Porterville,36.06523,-119.0167679
Redding,40.5865396,-122.3916754
Ripon,37.7394537,-121.1354141
Riverbank,37.7360396,-120.9354895
San Bernardino County Service Area 70,34.2649253,-116.3932284
Sanger,36.708006,-119.5559652
Shasta Lake,40.6804279,-122.3708419
Vallejo,38.1040864,-122.2566367
Winton Water & Sanitary,41.747222,-109.166667
Big Bear City,34.2611183,-116.84503
Corcoran,36.098007,-119.5604015
Newman,37.3138267,-121.0207614
Coalinga,36.139678,-120.3601496
