Supplier.Name,Stage.Invoked,Reporting.Month,REPORTED.Total.Monthly.Potable.Water.Production.2014.2015,REPORTED.Total.Monthly.Potable.Water.Production.2013,REPORTED.Units,Total.Population.Served,Optional...Implementation,Conservation.Standard..starting.in.June.2015.,lat,long,liters.2014.2015,liters.2013,liters.normalized,liters.2014.2015.capita,capita.normalized,Month,Year,datesIdx
Yorba Linda,Stage 3,15-May,1223.25,1893.17,AF,73500,"Watering is prohibited between the hours of 9am and 6pm. Watering is limited to 15 minutes per station per day. Water is prohibited when it is raining, or there is a forecasted chance of rain of 50 percent or higher. No runoff. No washing down of hard or paved surfaces. Re-circulation of water is required for water fountains. Washing of vehicles is limited to use of a hand-held house with an automatic shut-off nozzle. Stage 3 restrictions include irrigation limited to two times per week, with no irrigation on Sunday. Education and communication regarding these restrictions have been communicated to our customers in the following ways: • 25 Water Waster Hotline and  75 Website Applications for customers to notify the District of water waste they observe in the community  • Regular specialized training regarding Conservation and the Conservation Restrictions for Operations Field staff and Customer Service Staff. • Field staff assigned to Conservation Education and Investigation of Water Waste in the Community. •  8 Water Conservation Ordinance First Violations have been issued. • Participation in MWDOC’s Turf Removal Rebate Program (17 customer pre-inspections/21,000 sq ft of turf removed) • Development and Board Approval of a supplemental conservation ordinance to impose block penalties on usage. • Direct Mailing of a Penalty Block Explanation Letter to every customer (approx. 25,000), explaining the correlation of usage to penalization- “use more, pay more”  ",NULL,33.8931515,-117.7546316,1508854972,2335188202,0.048078057,20528.63908,0.005284369,May,15,15-May
Yorba Linda,Stage 1,15-Apr,1422.24,1588.61,AF,72500,"Watering is prohibited between the hours of 9am and 6pm. Watering is limited to 15 minutes per station per day. Water is prohibited when it is raining, or there is a forecasted chance of rain of 50 percent or higher. No runoff. No washing down of hard or paved surfaces. Re-circulation of water is required for water fountains. Washing of vehicles is limited to use of a hand-held house with an automatic shut-off nozzle. Stage 1 restrictions include irrigation limited to three times per week, with no irrigation on Sunday. Education and communication regarding these restrictions have been communicated to our customers in the following ways: • 5 Water Waster Hotline and  50 Website Applications for customers to notify the District of water waste they observe in the community  • Regular specialized training regarding Conservation and the Conservation Restrictions for Operations Field staff and Customer Service Staff. • Field staff assigned to Conservation Education and Investigation of Water Waste in the Community. •  22 Water Conservation Ordinance First Violations have been issued. • 1 Water Conservation Ordinance Second Violation has been issued, resulting in $100 in fines. • Participation in MWDOC’s Turf Removal Rebate Program (20 customer pre-inspections/64,000 sq ft of turf removed) ",NULL,33.8931515,-117.7546316,1754305249,1959519393,0.055899069,24197.31378,0.006228739,Apr,15,15-Apr
California City,Stage II,15-Aug,444.2,534,AF,14120,The City Council approved the addition of 6 full time staff for this Fiscal year and 2 full time staff from last Fiscal Year making a total of 8 new staff to address the department’s infrastructure needs. Currently the City has begun the process to create a position within the Finance Department to oversee and monitor the water department’s conservation progress. The City’s Water Enterprise Fund is currently over 2 million in the red and funds have been advanced from the General Fund to address the city’s water infrastructure needs.  ,36%,35.125801,-117.985904,547912020.2,658678565.5,0.017458633,38803.96744,0.009988704,Aug,15,15-Aug
Yorba Linda,Stage 1,15-Mar,860.6,882.5,AF,73990,"Watering is prohibited between the hours of 9am and 6pm. Watering is limited to 15 minutes per station per day. Water is prohibited when it is raining, or there is a forecasted chance of rain of 50 percent or higher. No runoff. No washing down of hard or paved surfaces. Re-circulation of water is required for water fountains. Washing of vehicles is limited to use of a hand-held house with an automatic shut-off nozzle. Stage 1 restrictions include irrigation limited to three times per week, with no irrigation on Sunday. Education and communication regarding these restrictions have been communicated to our customers in the following ways: • Direct Mailing of an informational tri-fold and Drought Explanation Letter to every customer (approx. 25,000) • Direct Mailing of a customer-specific usage letter to all Home Owners Associations (large irrigation users)  • Establishment of a Water Waster Hotline and Website Application for customers to notify the District of water waste they observe in the community (82 website notices and 62 hotline calls)  • Specialized training regarding Conservation and the Conservation Restrictions for Operations Field staff and Customer Service Staff. • Field staff now assigned to Conservation Education and Investigation of Water Waste in the Community. • Thus far, 15 Water Conservation Ordinance First Violations have been issued.  • Participation in MWDOC’s Turf Removal Rebate Program (150 customers/175,000 sq ft of turf removed) ",NULL,33.8931515,-117.7546316,1061533284,1088546506,0.033824628,14346.98315,0.003693122,Mar,15,15-Mar
Yorba Linda,Stage 1,15-Feb,1248.1,1254.9,AF,72399,"Watering is prohibited between the hours of 9am and 6pm. Watering is limited to 15 minutes per station per day. Water is prohibited when it is raining, or there is a forecasted chance of rain of 50 percent or higher. No runoff. No washing down of hard or paved surfaces. Re-circulation of water is required for water fountains. Washing of vehicles is limited to use of a hand-held house with an automatic shut-off nozzle. Stage 1 restrictions include irrigation limited to three times per week, with no irrigation on Sunday. Education and communication regarding these restrictions have been communicated to our customers in the following ways: • Direct Mailing of an informational tri-fold and Drought Explanation Letter to every customer (approx. 25,000) • Direct Mailing of a customer-specific usage letter to all Home Owners Associations (large irrigation users)  • Establishment of a Water Waster Hotline and Website Application for customers to notify the District of water waste they observe in the community (72 website notices and 58 hotline calls)  • Specialized training regarding Conservation and the Conservation Restrictions for Operations Field staff and Customer Service Staff. • Field staff now assigned to Conservation Education and Investigation of Water Waste in the Community. • Thus far, 6 Water Conservation Ordinance First Violations have been issued.  • Participation in MWDOC’s Turf Removal Rebate Program (135 customers/140,000 sq ft of turf removed)  • Thus far, 6 Water Conservation Ordinance First Violations have been issued.  • Participation in MWDOC’s Turf Removal Rebate Program (135 customers/140,000 sq ft of turf removed) ",NULL,33.8931515,-117.7546316,1539506962,1547894629,0.04905475,21264.20202,0.005473714,Feb,15,15-Feb
Yorba Linda,Stage 1,15-Jan,1228.3,1155.6,AF,72399,"Watering is prohibited between the hours of 9am and 6pm. Watering is limited to 15 minutes per station per day. Water is prohibited when it is raining, or there is a forecasted chance of rain of 50 percent or higher. No runoff. No washing down of hard or paved surfaces. Re-circulation of water is required for water fountains. Washing of vehicles is limited to use of a hand-held house with an automatic shut-off nozzle. Stage 1 restrictions include irrigation limited to three times per week, with no irrigation on Sunday. Education and communication regarding these restrictions have been communicated to our customers in the following ways: • Direct Mailing of an informational tri-fold and Drought Explanation Letter to every customer (approx. 25,000) • Direct Mailing of a customer-specific usage letter to all Home Owners Associations (large irrigation users)  • Establishment of a Water Waster Hotline and Website Application for customers to notify the District of water waste they observe in the community (69 website notices and 55 hotline calls)  • Specialized training regarding Conservation and the Conservation Restrictions for Operations Field staff and Customer Service Staff. • Field staff now assigned to Conservation Education and Investigation of Water Waste in the Community. • Thus far, 5 Water Conservation Ordinance First Violations have been issued.  • Participation in MWDOC’s Turf Removal Rebate Program (129 customers/135,000 sq ft of turf removed) ",NULL,33.8931515,-117.7546316,1515084049,1425410019,0.04827654,20926.8643,0.005386878,Jan,15,15-Jan
Yorba Linda,Stage 1,14-Dec,862.2,1437.7,AF,72399,"Watering is prohibited between the hours of 9am and 6pm. Watering is limited to 15 minutes per station per day. Water is prohibited when it is raining, or there is a forecasted chance of rain of 50 percent or higher. No runoff. No washing down of hard or paved surfaces. Re-circulation of water is required for water fountains. Washing of vehicles is limited to use of a hand-held house with an automatic shut-off nozzle. Stage 1 restrictions include irrigation limited to three times per week, with no irrigation on Sunday. Education and communication regarding these restrictions have been communicated to our customers in the following ways: • Direct Mailing of an informational tri-fold and Drought Explanation Letter to every customer (approx. 25,000) • Direct Mailing of a customer-specific usage letter to all Home Owners Associations (large irrigation users)  • Establishment of a Water Waster Hotline and Website Application for customers to notify the District of water waste they observe in the community (67 website notices and 53 hotline calls)  • Specialized training regarding Conservation and the Conservation Restrictions for Operations Field staff and Customer Service Staff. • Field staff now assigned to Conservation Education and Investigation of Water Waste in the Community. • Thus far, 5 Water Conservation Ordinance First Violations have been issued.  • Participation in MWDOC’s Turf Removal Rebate Program (115 customers/120,000 sq ft of turf removed) ",NULL,33.8931515,-117.7546316,1063506852,1773374857,0.033887513,14689.52406,0.003781297,Dec,14,14-Dec
Yorba Linda,Stage 1,14-Nov,1520.3,1584.3,AF,72399,"Watering is prohibited between the hours of 9am and 6pm. Watering is limited to 15 minutes per station per day. Water is prohibited when it is raining, or there is a forecasted chance of rain of 50 percent or higher. No runoff. No washing down of hard or paved surfaces. Re-circulation of water is required for water fountains. Washing of vehicles is limited to use of a hand-held house with an automatic shut-off nozzle. Stage 1 restrictions include irrigation limited to three times per week, with no irrigation on Sunday. Education and communication regarding these restrictions have been communicated to our customers in the following ways: • Direct Mailing of an informational tri-fold and Drought Explanation Letter to every customer (approx. 25,000) • Direct Mailing of a customer-specific usage letter to all Home Owners Associations (large irrigation users)  • Establishment of a Water Waster Hotline and Website Application for customers to notify the District of water waste they observe in the community (55 website notices and 52 hotline calls)  • Specialized training regarding Conservation and the Conservation Restrictions for Operations Field staff and Customer Service Staff. • Field staff now assigned to Conservation Education and Investigation of Water Waste in the Community. • Thus far, 5 Water Conservation Ordinance First Violations have been issued.  • Participation in MWDOC’s Turf Removal Rebate Program (105 customers/102,000 sq ft of turf removed) ",NULL,33.8931515,-117.7546316,1875260343,1954203092,0.059753174,25901.74371,0.006667484,Nov,14,14-Nov
Yorba Linda,Stage 1,14-Oct,1922.8,1953.5,AF,72399,"Watering is prohibited between the hours of 9am and 6pm. Watering is limited to 15 minutes per station per day. Water is prohibited when it is raining, or there is a forecasted chance of rain of 50 percent or higher. No runoff. No washing down of hard or paved surfaces. Re-circulation of water is required for water fountains. Washing of vehicles is limited to use of a hand-held house with an automatic shut-off nozzle. Stage 1 restrictions include irrigation limited to three times per week, with no irrigation on Sunday. Education and communication regarding these restrictions have been communicated to our customers in the following ways: • Direct Mailing of an informational tri-fold and Drought Explanation Letter to every customer (approx. 25,000) • Direct Mailing of a customer-specific usage letter to all Home Owners Associations (large irrigation users)  • Establishment of a Water Waster Hotline and Website Application for customers to notify the District of water waste they observe in the community (128 website notices and 120 hotline calls)  • Specialized training regarding Conservation and the Conservation Restrictions for Operations Field staff and Customer Service Staff. • Field staff now assigned to Conservation Education and Investigation of Water Waste in the Community. • Thus far, 4 Water Conservation Ordinance First Violations have been issued.  • Participation in MWDOC’s Turf Removal Rebate Program (75 customers/78,000 sq ft of turf removed) ",NULL,33.8931515,-117.7546316,2371736228,2409604078,0.075572849,32759.24015,0.008432703,Oct,14,14-Oct
Yorba Linda,Stage 1,14-Sep,2077.3,2236.5,AF,72399,"Watering is prohibited between the hours of 9am and 6pm. Watering is limited to 15 minutes per station per day. Water is prohibited when it is raining, or there is a forecasted chance of rain of 50 percent or higher. No runoff. No washing down of hard or paved surfaces. Re-circulation of water is required for water fountains. Washing of vehicles is limited to use of a hand-held house with an automatic shut-off nozzle. Stage 1 restrictions include irrigation limited to three times per week, with no irrigation on Sunday. Education and communication regarding these restrictions have been communicated to our customers in the following ways: • Direct Mailing of an informational tri-fold and Drought Explanation Letter to every customer (approx. 25,000) • Direct Mailing of a customer-specific usage letter to all Home Owners Associations (large irrigation users)  • Establishment of a Water Waster Hotline and Website Application for customers to notify the District of water waste they observe in the community (59 website notices and 62 hotline calls)  • Specialized training regarding Conservation and the Conservation Restrictions for Operations Field staff and Customer Service Staff. • Field staff now assigned to Conservation Education and Investigation of Water Waste in the Community. • Participation in MWDOC’s Turf Removal Rebate Program (63 customers/72,500 sq ft of turf removed) ",NULL,33.8931515,-117.7546316,2562308959,2758679048,0.081645246,35391.49655,0.009110284,Sep,14,14-Sep
